image,pose,smile,glasses,gender,eye_detected,mouth_detected,eye_nme,mouth_nme,combined_nme
Aaron_Eckhart_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Aaron_Guiel_0001.jpg,3,1,2,1,1,1,0.558315,1.16078,0.859549
Aaron_Peirsol_0001.jpg,3,1,2,1,1,0,0.551075,-1,0.551075
Aaron_Pena_0001.jpg,3,2,2,1,1,1,0.809352,1.09092,0.950134
Aaron_Sorkin_0001.jpg,3,1,2,1,1,1,0.472565,0.549063,0.510814
Aaron_Tippin_0001.jpg,4,2,2,1,1,1,0.54461,0.504107,0.524358
Abba_Eban_0001.jpg,3,1,1,1,0,0,-1,-1,-1
Abdel_Aziz_Al-Hakim_0001.jpg,4,1,1,1,1,1,0.622807,0.580448,0.601627
Abdel_Nasser_Assidi_0001.jpg,3,2,2,1,1,1,0.475507,0.388613,0.43206
Abdulaziz_Kamilov_0001.jpg,3,2,2,1,1,1,0.458617,0.5,0.479308
Abdullah_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdullah_al-Attiyah_0001.jpg,2,2,2,1,1,1,0.99712,0.917105,0.957112
Abdullah_Gul_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdullatif_Sener_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdul_Majeed_Shobokshi_0001.jpg,5,2,1,1,1,1,0.740041,0.777755,0.758898
Abel_Aguilar_0001.jpg,3,2,2,1,1,1,0.514956,0.478913,0.496935
Abner_Martinez_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Adam_Ant_0001.jpg,3,2,2,1,1,1,0.558428,0.346744,0.452586
Adam_Herbert_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adam_Mair_0001.jpg,3,2,2,1,1,1,0.66774,0.230705,0.449222
Adam_Rich_0001.jpg,3,2,2,1,1,0,0.586904,-1,0.586904
Adelina_Avila_0001.jpg,3,2,1,2,1,1,0.510496,0.63638,0.573438
Adel_Al-Jubeir_0001.jpg,3,2,2,1,1,1,0.520659,0.143822,0.332241
Adisai_Bodharamik_0001.jpg,3,2,1,1,1,0,0.543996,-1,0.543996
Adolfo_Aguilar_Zinser_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adoor_Gopalakarishnan_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adriana_Perez_Navarro_0001.jpg,3,1,2,2,1,1,0.646549,0.60692,0.626735
Adrianna_Zuzic_0001.jpg,3,2,2,2,1,1,0.604874,0.850357,0.727615
Adrian_Annus_0001.jpg,4,2,2,1,1,1,0.966331,1.40335,1.18484
Adrian_Fernandez_0001.jpg,3,1,1,1,0,0,-1,-1,-1
Adrian_Murrell_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Adrian_Nastase_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Adrien_Brody_0001.jpg,4,1,2,1,1,1,0.469337,0.400016,0.434676
Afton_Smith_0001.jpg,3,1,2,2,1,1,0.59166,0.657608,0.624634
Agbani_Darego_0001.jpg,3,1,2,2,0,0,-1,-1,-1
Agnelo_Queiroz_0001.jpg,2,2,2,1,1,1,1.18412,0.601759,0.892939
Ahmed_Ahmed_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Ahmed_Chalabi_0001.jpg,3,1,2,1,1,1,0.605003,0.648606,0.626805
Ahmed_Ibrahim_Bilal_0001.jpg,3,2,2,1,1,1,0.557215,0.312439,0.434827
Ahmed_Lopez_0001.jpg,3,1,2,1,1,0,0.854575,-1,0.854575
Ahmed_Qureia_0001.jpg,3,1,1,1,1,1,1.02703,0.457022,0.742025
Ahmet_Demir_0001.jpg,4,2,1,1,0,0,-1,-1,-1
Ahmet_Necdet_Sezer_0001.jpg,3,2,2,1,1,1,0.975411,0.296591,0.636001
Aicha_El_Ouafi_0001.jpg,3,2,2,2,1,1,1.7704,1.96738,1.86889
Aidan_Quinn_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Aileen_Riggin_Soule_0001.jpg,3,1,2,2,0,0,-1,-1,-1
Ainsworth_Dyer_0001.jpg,3,2,2,1,1,1,0.549932,0.389321,0.469627
Ain_Seppik_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Aishwarya_Rai_0001.jpg,3,1,2,2,0,0,-1,-1,-1
Aitor_Gonzalez_0001.jpg,3,1,2,1,1,1,0.529443,0.661119,0.595281
Aiysha_Smith_0001.jpg,4,2,2,2,0,0,-1,-1,-1
Ajit_Agarkar_0001.jpg,3,1,2,1,1,1,0.675693,0.554129,0.614911
AJ_Cook_0001.jpg,2,1,2,2,1,1,1.50417,1.16003,1.3321
AJ_Lamas_0001.jpg,3,1,2,1,1,1,0.457109,0.470965,0.464037
Akbar_Al_Baker_0001.jpg,3,1,2,1,1,1,0.571253,0.370109,0.470681
Akbar_Hashemi_Rafsanjani_0001.jpg,3,2,2,1,1,1,0.59166,0.483689,0.537675
Akiko_Morigami_0001.jpg,3,2,2,2,0,0,-1,-1,-1
Akmal_Taher_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Alanis_Morissette_0001.jpg,2,1,2,2,0,0,-1,-1,-1
Alanna_Ubach_0001.jpg,4,1,2,2,1,1,0.581353,1.45822,1.01978
Alan_Dershowitz_0001.jpg,3,2,1,1,1,1,0.73565,0.344805,0.540228
Alan_Dreher_0001.jpg,3,2,2,1,1,1,1.00554,1.34597,1.17576
Alan_Greenspan_0001.jpg,3,2,1,1,1,1,0.719251,0.531795,0.625523
Alan_Greer_0001.jpg,3,2,2,1,1,1,1.27726,0.499722,0.88849
Alan_Jackson_0001.jpg,3,1,2,1,1,1,0.684155,1.68671,1.18543
Alan_Mulally_0001.jpg,3,2,2,1,1,1,0.598237,0.361551,0.479894
Alan_Stonecipher_0001.jpg,3,2,2,1,1,1,0.718475,0.392232,0.555354
Alan_Tang_Kwong-wing_0001.jpg,3,2,2,1,1,1,0.649599,0.512792,0.581195
Alan_Trammell_0001.jpg,3,1,2,1,1,1,0.558091,0.720137,0.639114
Alan_Zemaitis_0001.jpg,3,2,2,1,1,1,0.788508,0.349911,0.56921
Alastair_Johnston_0001.jpg,3,1,2,1,1,1,0.592936,0.885604,0.73927
Albaro_Recoba_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Alberta_Lee_0001.jpg,3,1,2,2,1,0,0.702172,-1,0.702172
Alberto_Acosta_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Alberto_Fujimori_0001.jpg,3,1,1,1,1,1,0.550104,0.469503,0.509804
Alberto_Gonzales_0001.jpg,3,1,1,1,1,1,0.744481,0.504893,0.624687
Alberto_Ruiz_Gallardon_0001.jpg,3,2,1,1,1,1,0.445418,1.054,0.749706
Alberto_Sordi_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Albert_Brooks_0001.jpg,3,1,2,1,1,1,1.08461,0.465882,0.775246
Albert_Costa_0001.jpg,2,2,2,1,1,1,1.72346,0.638877,1.18117
Albert_Montanes_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Albrecht_Mentz_0001.jpg,3,2,1,1,1,1,1.0159,0.186908,0.601405
Aldo_Paredes_0001.jpg,2,1,2,1,1,1,0.707494,1.54732,1.12741
Alecos_Markides_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Alec_Baldwin_0001.jpg,4,1,2,1,1,1,0.539052,1.02347,0.78126
Alejandro_Atchugarry_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Alejandro_Avila_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Alejandro_Fernandez_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Alejandro_Gonzalez_Inarritu_0001.jpg,3,1,2,1,1,0,0.724689,-1,0.724689
Alejandro_Lembo_0001.jpg,3,1,2,1,1,1,0.615356,1.22307,0.919213
Alejandro_Lerner_0001.jpg,4,1,2,1,0,0,-1,-1,-1
Alejandro_Toledo_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Aleksander_Kwasniewski_0001.jpg,3,1,2,1,0,0,-1,-1,-1
