image,pose,smile,glasses,gender,eye_detected,mouth_detected,eye_nme,mouth_nme,combined_nme
Aaron_Eckhart_0001.jpg,3,2,2,1,1,1,0.78345,0.436462,0.609956
Aaron_Guiel_0001.jpg,3,1,2,1,1,1,0.506639,0.362577,0.434608
Aaron_Peirsol_0001.jpg,3,1,2,1,1,1,0.564703,0.203865,0.384284
Aaron_Pena_0001.jpg,3,2,2,1,1,0,1.33415,-1,1.33415
Aaron_Sorkin_0001.jpg,3,1,2,1,1,1,0.528483,0.460578,0.494531
Aaron_Tippin_0001.jpg,4,2,2,1,1,0,0.53904,-1,0.53904
Abba_Eban_0001.jpg,3,1,1,1,1,1,0.610637,0.170804,0.390721
Abdel_Aziz_Al-Hakim_0001.jpg,4,1,1,1,1,1,0.662949,0.128942,0.395945
Abdel_Nasser_Assidi_0001.jpg,3,2,2,1,1,1,0.718684,0.364527,0.541605
Abdulaziz_Kamilov_0001.jpg,3,2,2,1,1,1,0.620993,0.41739,0.519191
Abdullah_0001.jpg,3,2,2,1,1,1,0.868899,0.605918,0.737408
Abdullah_al-Attiyah_0001.jpg,2,2,2,1,0,0,-1,-1,-1
Abdullah_Gul_0001.jpg,3,2,2,1,1,1,0.949846,0.107246,0.528546
Abdullatif_Sener_0001.jpg,3,2,2,1,1,1,0.838073,0.238812,0.538443
Abdul_Majeed_Shobokshi_0001.jpg,5,2,1,1,1,1,0.525904,0.718306,0.622105
Abel_Aguilar_0001.jpg,3,2,2,1,1,1,0.634186,0.721649,0.677918
Abner_Martinez_0001.jpg,3,1,2,1,1,1,0.545859,0.483579,0.514719
Adam_Ant_0001.jpg,3,2,2,1,1,1,1.18403,0.240424,0.712229
Adam_Herbert_0001.jpg,3,2,1,1,1,1,0.774732,0.290827,0.53278
Adam_Mair_0001.jpg,3,2,2,1,1,1,1.11204,0.230705,0.671371
Adam_Rich_0001.jpg,3,2,2,1,1,1,0.833046,0.372896,0.602971
Adelina_Avila_0001.jpg,3,2,1,2,1,1,0.958257,0.490575,0.724416
Adel_Al-Jubeir_0001.jpg,3,2,2,1,1,1,0.575409,0.133535,0.354472
Adisai_Bodharamik_0001.jpg,3,2,1,1,1,0,0.535946,-1,0.535946
Adolfo_Aguilar_Zinser_0001.jpg,3,2,1,1,1,1,0.792784,0.511388,0.652086
Adoor_Gopalakarishnan_0001.jpg,3,2,1,1,1,1,0.567427,0.273954,0.42069
Adriana_Perez_Navarro_0001.jpg,3,1,2,2,1,1,0.695652,0.354877,0.525265
Adrianna_Zuzic_0001.jpg,3,2,2,2,1,0,0.4892,-1,0.4892
Adrian_Annus_0001.jpg,4,2,2,1,1,1,0.521756,0.995476,0.758616
Adrian_Fernandez_0001.jpg,3,1,1,1,1,1,0.870451,0.414812,0.642631
Adrian_Murrell_0001.jpg,3,2,2,1,1,1,0.658506,0.200236,0.429371
Adrian_Nastase_0001.jpg,3,2,2,1,1,1,0.505311,0.495664,0.500487
Adrien_Brody_0001.jpg,4,1,2,1,1,1,0.505717,0.323549,0.414633
Afton_Smith_0001.jpg,3,1,2,2,1,1,0.790025,0.0857251,0.437875
Agbani_Darego_0001.jpg,3,1,2,2,1,1,1.19216,0.134588,0.663377
Agnelo_Queiroz_0001.jpg,2,2,2,1,1,1,1.76063,0.418638,1.08964
Ahmed_Ahmed_0001.jpg,3,2,2,1,1,1,1.06882,0.289328,0.679076
Ahmed_Chalabi_0001.jpg,3,1,2,1,1,1,0.613868,0.0604245,0.337146
Ahmed_Ibrahim_Bilal_0001.jpg,3,2,2,1,1,1,0.969099,0.186419,0.577759
Ahmed_Lopez_0001.jpg,3,1,2,1,1,1,0.653396,0.404888,0.529142
Ahmed_Qureia_0001.jpg,3,1,1,1,1,1,0.702944,0.0914044,0.397174
Ahmet_Demir_0001.jpg,4,2,1,1,1,1,0.547296,0.551828,0.549562
Ahmet_Necdet_Sezer_0001.jpg,3,2,2,1,1,0,0.924241,-1,0.924241
Aicha_El_Ouafi_0001.jpg,3,2,2,2,1,1,0.634894,0.21464,0.424767
Aidan_Quinn_0001.jpg,3,1,2,1,1,1,0.688722,0.107933,0.398328
Aileen_Riggin_Soule_0001.jpg,3,1,2,2,1,1,0.477517,0.392982,0.435249
Ainsworth_Dyer_0001.jpg,3,2,2,1,1,0,0.682847,-1,0.682847
Ain_Seppik_0001.jpg,3,2,1,1,1,0,0.715494,-1,0.715494
Aishwarya_Rai_0001.jpg,3,1,2,2,1,1,0.527936,0.329804,0.42887
Aitor_Gonzalez_0001.jpg,3,1,2,1,1,0,0.702512,-1,0.702512
Aiysha_Smith_0001.jpg,4,2,2,2,1,0,0.468719,-1,0.468719
Ajit_Agarkar_0001.jpg,3,1,2,1,1,1,0.602862,0.121268,0.362065
AJ_Cook_0001.jpg,2,1,2,2,0,0,-1,-1,-1
AJ_Lamas_0001.jpg,3,1,2,1,1,1,0.567283,0.355728,0.461505
Akbar_Al_Baker_0001.jpg,3,1,2,1,1,1,0.581663,0.423076,0.50237
Akbar_Hashemi_Rafsanjani_0001.jpg,3,2,2,1,1,1,0.610594,0.404796,0.507695
Akiko_Morigami_0001.jpg,3,2,2,2,1,1,0.93765,0.331253,0.634451
Akmal_Taher_0001.jpg,3,1,2,1,1,1,0.748712,0.0876281,0.41817
Alanis_Morissette_0001.jpg,2,1,2,2,1,1,0.79915,0.0727153,0.435933
Alanna_Ubach_0001.jpg,4,1,2,2,1,1,0.506233,0.496658,0.501445
Alan_Dershowitz_0001.jpg,3,2,1,1,1,1,1.13062,0.282703,0.70666
Alan_Dreher_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Alan_Greenspan_0001.jpg,3,2,1,1,1,1,0.689851,0.323478,0.506665
Alan_Greer_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Alan_Jackson_0001.jpg,3,1,2,1,1,1,0.611247,0.418222,0.514735
Alan_Mulally_0001.jpg,3,2,2,1,1,1,0.630772,0.255655,0.443213
Alan_Stonecipher_0001.jpg,3,2,2,1,1,1,0.721631,0.202444,0.462037
Alan_Tang_Kwong-wing_0001.jpg,3,2,2,1,1,1,0.584276,0.48982,0.537048
Alan_Trammell_0001.jpg,3,1,2,1,1,1,0.669629,0.248267,0.458948
Alan_Zemaitis_0001.jpg,3,2,2,1,1,1,0.783929,0.0941502,0.439039
