image,pose,smile,glasses,gender,eye_detected,mouth_detected,eye_nme,mouth_nme,combined_nme
Cindy_Zagorski_0001.jpg,1,1,2,2,0,0,-1,-1,-1
Federico_Trillo_0001.jpg,1,2,2,1,1,1,3.77249,2.53425,3.15337
Hartmut_Mehdorn_0001.jpg,1,2,2,1,0,0,-1,-1,-1
John_Sununu_0001.jpg,1,2,1,1,0,0,-1,-1,-1
Margaret_Caruso_0001.jpg,1,1,2,2,0,0,-1,-1,-1
Michael_Linscott_0001.jpg,1,2,2,1,0,0,-1,-1,-1
Michelle_Pfeiffer_0001.jpg,1,1,2,2,1,1,3.78264,3.63399,3.70832
Randy_Brown_0001.jpg,1,2,2,1,1,1,1.36873,0.395092,0.881912
Tim_Conway_0001.jpg,1,1,2,1,1,1,1.35252,1.05099,1.20175
Victoria_Clarke_0001.jpg,1,2,2,2,0,0,-1,-1,-1
119_0_0.jpg,1,2,2,1,1,1,2.67053,1.97189,2.32121
1235_0_0.jpg,1,1,2,2,1,0,1.10128,-1,1.10128
1248_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
1248_1_0.jpg,1,1,2,2,1,1,0.851712,0.394021,0.622867
127_1_0.jpg,1,2,2,1,0,0,-1,-1,-1
1327_0_0.jpg,1,2,2,2,1,1,0.913831,0.640696,0.777263
1330_0_0.jpg,1,1,2,2,1,1,0.968755,1.48751,1.22813
1359_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
1368_1_0.jpg,1,1,2,2,1,1,1.93445,1.71137,1.82291
1780_0_0.jpg,1,1,2,1,0,0,-1,-1,-1
454_0_0.jpg,1,1,2,2,0,0,-1,-1,-1
48_0_0.jpg,1,1,2,1,1,1,1.90887,2.40008,2.15448
49_0_0.jpg,1,1,2,2,1,1,1.30104,1.14631,1.22367
5318_0_0.jpg,1,1,2,1,0,0,-1,-1,-1
5334_0_0.jpg,1,2,2,2,1,0,1.03845,-1,1.03845
5686_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
5748_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
6061_0_0.jpg,1,1,2,2,1,1,1.32993,0.620474,0.975204
6160_0_0.jpg,1,2,2,1,1,1,3.56544,1.13415,2.3498
6232_0_0.jpg,1,1,2,2,1,0,1.50837,-1,1.50837
6410_0_0.jpg,1,2,2,2,1,1,1.32618,0.573256,0.949716
6510_0_0.jpg,1,1,1,1,1,1,2.70464,1.95181,2.32823
6966_2_0.jpg,1,1,2,1,0,0,-1,-1,-1
7050_0_0.jpg,1,2,2,1,1,1,4.22028,3.75362,3.98695
7067_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
7104_0_0.jpg,1,2,2,2,1,1,2.14613,2.26644,2.20629
712_0_0.jpg,1,1,2,2,1,1,1.91417,0.553306,1.23374
7305_0_0.jpg,1,1,2,2,0,0,-1,-1,-1
7328_1_0.jpg,1,1,2,2,1,1,1.30956,0.814778,1.06217
7400_0_0.jpg,1,1,1,1,0,0,-1,-1,-1
7651_0_0.jpg,1,2,2,1,0,0,-1,-1,-1
7819_0_0.jpg,1,2,1,2,0,0,-1,-1,-1
8101_0_0.jpg,1,1,2,2,1,1,1.77312,2.72865,2.25089
8297_0_0.jpg,1,2,2,1,1,1,1.99826,1.73171,1.86499
8435_0_0.jpg,1,2,2,1,1,1,2.40678,0.321873,1.36433
8526_1_0.jpg,1,1,2,2,1,1,1.36702,2.6106,1.98881
8829_1_0.jpg,1,1,2,1,0,0,-1,-1,-1
9037_0_0.jpg,1,2,2,2,0,0,-1,-1,-1
9112_1_0.jpg,1,1,2,2,1,1,2.64008,2.51269,2.57638
9207_0_0.jpg,1,1,1,1,1,1,1.26766,1.25911,1.26339
928_0_0.jpg,1,2,2,2,1,0,0.973615,-1,0.973615
9360_0_0.jpg,1,2,2,1,1,1,2.11212,2.05524,2.08368
_-20_1221_0.jpg,1,2,2,2,0,0,-1,-1,-1
_-20_1386_0.jpg,1,2,2,2,1,0,1.64376,-1,1.64376
_-40_1320_0.jpg,1,2,2,2,0,0,-1,-1,-1
_-40_1551_0.jpg,1,1,2,1,1,1,2.76713,2.06533,2.41623
_-40_1590_0.jpg,1,1,1,2,0,0,-1,-1,-1
_-40_1654_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-40_1672_1.jpg,1,2,2,2,1,1,2.01654,1.63148,1.82401
_-40_1809_0.jpg,1,2,2,2,0,0,-1,-1,-1
_-40_181_0.jpg,1,2,2,2,1,1,2.07235,0.573698,1.32302
_-40_1871_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-40_1999_0.jpg,1,1,2,2,1,0,2.99293,-1,2.99293
_-40_200_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-40_2018_0.jpg,1,1,1,2,1,1,1.55037,1.02192,1.28615
_-40_2074_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-40_2147_0.jpg,1,1,2,2,1,1,2.3049,3.20671,2.75581
_-40_2373_0.jpg,1,2,2,1,1,1,1.02294,0.581541,0.802241
_-40_2457_1.jpg,1,1,2,2,1,1,1.34878,2.27497,1.81187
_-40_2475_1.jpg,1,1,2,1,1,1,1.0985,1.75608,1.42729
_-40_2510_1.jpg,1,1,2,1,1,1,1.82635,2.71398,2.27016
_-40_259_1.jpg,1,2,2,2,0,0,-1,-1,-1
_-40_2618_0.jpg,1,2,2,1,0,0,-1,-1,-1
_-40_2643_1.jpg,1,1,2,1,0,0,-1,-1,-1
_-40_267_0.jpg,1,2,2,1,1,1,1.6591,0.952369,1.30574
_-40_2745_0.jpg,1,1,2,2,1,1,1.76355,2.63243,2.19799
_-40_274_0.jpg,1,1,2,2,0,0,-1,-1,-1
_0_1247_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_100_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-60_1110_2.jpg,1,2,2,1,1,1,1.63015,0.558156,1.09415
_-60_1116_0.jpg,1,2,2,2,0,0,-1,-1,-1
_-60_1204_1.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_1297_0.jpg,1,1,2,1,1,1,1.14302,0.583513,0.863268
_-60_1345_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-60_1593_0.jpg,1,1,1,2,0,0,-1,-1,-1
_-60_1701_0.jpg,1,1,2,2,1,0,2.72219,-1,2.72219
_-60_1736_0.jpg,1,1,2,1,1,0,1.54823,-1,1.54823
_-60_17_0.jpg,1,2,2,2,1,1,1.28884,0.870232,1.07954
_-60_1891_0.jpg,1,2,2,1,0,0,-1,-1,-1
_-60_2111_0.jpg,1,2,2,1,0,0,-1,-1,-1
_-60_2150_0.jpg,1,2,2,2,1,1,1.47757,0.647619,1.0626
_-60_2214_0.jpg,1,2,2,2,1,1,1.43232,1.12511,1.27872
_-60_2242_0.jpg,1,2,1,1,0,0,-1,-1,-1
_-60_2318_1.jpg,1,2,2,1,0,0,-1,-1,-1
_-60_2389_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_2566_0.jpg,1,2,2,2,1,1,1.60783,0.54873,1.07828
_-60_2706_1.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_3053_0.jpg,1,2,2,2,1,1,1.66681,0.778818,1.22281
_-60_3173_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_3206_0.jpg,1,2,1,1,0,0,-1,-1,-1
_-60_3368_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-60_3439_0.jpg,1,1,1,1,0,0,-1,-1,-1
_-60_348_1.jpg,1,1,2,1,0,0,-1,-1,-1
_-60_3516_0.jpg,1,1,2,2,1,1,1.6286,0.949739,1.28917
_-60_3530_0.jpg,1,2,2,1,1,1,2.09794,2.14647,2.12221
_-60_3532_0.jpg,1,2,2,2,0,0,-1,-1,-1
_-60_3570_1.jpg,1,2,2,1,1,1,1.31524,0.485071,0.900157
_-60_3642_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_364_0.jpg,1,2,2,2,1,1,1.82726,3.89003,2.85865
_-60_3902_0.jpg,1,1,2,1,1,1,2.7192,1.92018,2.31969
_-60_3992_0.jpg,1,2,2,2,1,0,1.84065,-1,1.84065
_-60_4233_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_4297_0.jpg,1,2,2,2,1,0,1.45705,-1,1.45705
_-60_4434_0.jpg,1,1,1,1,1,1,1.63102,2.0281,1.82956
_-60_4925_0.jpg,1,2,2,1,1,1,2.39303,1.91201,2.15252
_-60_4928_0.jpg,1,1,2,2,1,1,2.02397,3.99484,3.0094
_-60_5370_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_5504_0.jpg,1,1,2,2,0,0,-1,-1,-1
_-60_5734_0.jpg,1,1,1,1,0,0,-1,-1,-1
_-60_6360_0.jpg,1,1,2,1,0,0,-1,-1,-1
_-60_647_0.jpg,1,2,1,2,1,1,1.37849,2.27633,1.82741
