image,pose,smile,glasses,gender,eye_detected,mouth_detected,eye_nme,mouth_nme,combined_nme
Aaron_Eckhart_0001.jpg,3,2,2,1,1,1,0.673326,0.345674,0.5095
Aaron_Guiel_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Aaron_Peirsol_0001.jpg,3,1,2,1,1,1,0.569034,0.292671,0.430852
Aaron_Pena_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Aaron_Sorkin_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Aaron_Tippin_0001.jpg,4,2,2,1,1,0,0.489986,-1,0.489986
Abba_Eban_0001.jpg,3,1,1,1,0,0,-1,-1,-1
Abdel_Aziz_Al-Hakim_0001.jpg,4,1,1,1,0,0,-1,-1,-1
Abdel_Nasser_Assidi_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdulaziz_Kamilov_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdullah_0001.jpg,3,2,2,1,1,1,0.652509,0.40065,0.526579
Abdullah_al-Attiyah_0001.jpg,2,2,2,1,0,0,-1,-1,-1
Abdullah_Gul_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdullatif_Sener_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abdul_Majeed_Shobokshi_0001.jpg,5,2,1,1,0,0,-1,-1,-1
Abel_Aguilar_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Abner_Martinez_0001.jpg,3,1,2,1,0,0,-1,-1,-1
Adam_Ant_0001.jpg,3,2,2,1,1,1,0.685893,0.41364,0.549767
Adam_Herbert_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adam_Mair_0001.jpg,3,2,2,1,1,1,0.674753,0.437016,0.555885
Adam_Rich_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Adelina_Avila_0001.jpg,3,2,1,2,0,0,-1,-1,-1
Adel_Al-Jubeir_0001.jpg,3,2,2,1,1,1,0.555428,0.444494,0.499961
Adisai_Bodharamik_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adolfo_Aguilar_Zinser_0001.jpg,3,2,1,1,1,1,0.594887,0.455321,0.525104
Adoor_Gopalakarishnan_0001.jpg,3,2,1,1,0,0,-1,-1,-1
Adriana_Perez_Navarro_0001.jpg,3,1,2,2,0,0,-1,-1,-1
Adrianna_Zuzic_0001.jpg,3,2,2,2,0,0,-1,-1,-1
Adrian_Annus_0001.jpg,4,2,2,1,1,0,0.511652,-1,0.511652
Adrian_Fernandez_0001.jpg,3,1,1,1,1,1,0.754156,0.361387,0.557772
Adrian_Murrell_0001.jpg,3,2,2,1,0,0,-1,-1,-1
Adrian_Nastase_0001.jpg,3,2,2,1,0,0,-1,-1,-1
